file,a,siga,b,sigb,c,sigc,alpha,sigalpha,beta,sigbeta,gamma,siggamma,vol,sigvol,celltemp,sigcelltemp,diffrtemp,sigdiffrtemp,nel,sg,sgHall,sgNumber,commonname,chemname,mineral,formula,calcformula,cellformula,Z,Zprime
1100823,10.0582,0.0005,10.9779,0.0006,28.1698,0.0015,90,,90,,90,,3110.5,0.3,163,2,163,2,4,P 21 21 21,P 2ac 2ab,19,,,,- C31 H51 Si2 Y -,- C31 H51 Si2 Y -,- C124 H204 Si8 Y4 -,4,1
1100824,11.0875,0.001,19.7843,0.0018,15.6311,0.0014,90,,93.695,0.002,90,,3421.7,0.5,171,2,171,2,5,P 1 21/n 1,-P 2yn,14,,,,- C64 H116 Al2 Si4 Y2 -,- C64 H116 Al2 Si4 Y2 -,- C128 H232 Al4 Si8 Y4 -,2,0.5
1100825,29.2318,0.0015,29.2318,0.0015,10.1105,0.0007,90,,90,,90,,8639.4,0.9,163,2,163,2,4,I 41 c d,I 4bw -2c,110,,,,- C23 H35 Si Y -,- C23 H30 Si Y -,- C368 H480 Si16 Y16 -,16,1
1100826,22.5779,0.0005,22.5779,0.0005,8.4111,0.0003,90,,90,,90,,4287.7,0.2,163,2,163,2,3,I -4,I -4,82,,,,- C23 H35 Lu -,- C23 H35 Lu -,- C184 H280 Lu8 -,8,1
1100827,8.9218,0.0011,17.632,0.002,13.6181,0.0017,90,,90.066,0.002,90,,2142.3,0.5,163,2,163,2,3,P 1 21/n 1,-P 2yn,14,,,,- C23 H35 Y -,- C23 H35 Y -,- C92 H140 Y4 -,4,1
1515694,22.508,0.003,5.9232,0.0007,22.328,0.003,90,,101.252,0.005,90,,2919.5,0.7,120,2,120,2,5,P 1 21/c 1,-P 2ybc,14,,,,- C19 H15 N O Ru -,- C19 H15 N O Ru -,- C152 H120 N8 O8 Ru8 -,8,2
1515695,17.4825,0.0005,7.342,0.0002,23.1152,0.0007,90,,90,,90,,2966.99,0.15,120,2,120,2,5,P b c a,-P 2ac 2ab,61,,,,- C20 H17 Fe N O -,- C20 H17 Fe N O -,- C160 H136 Fe8 N8 O8 -,8,1
1515696,30.9574,0.0011,16.257,0.0004,7.4078,0.0003,90,,101.757,0.002,90,,3649.9,0.2,120,2,120,2,6,C 1 2/c 1,-C 2yc,15,,,,- C19 H14 Br Fe N O -,- C19 H14 Br Fe N O -,- C152 H112 Br8 Fe8 N8 O8 -,8,1
1515697,6.0028,0.0002,21.513,0.0012,11.3488,0.0005,90,,93.01,0.003,90,,1463.54,0.11,120,2,120,2,5,P 1 21/c 1,-P 2ybc,14,,,,- C19 H17 Fe N O -,- C19 H17 Fe N O -,- C76 H68 Fe4 N4 O4 -,4,1
1516111,11.0188,0.0004,13.6909,0.0005,15.087,0.0006,64.169,0.002,68.942,0.002,75.522,0.002,1899.9,0.13,100,,100,,5,P -1,-P 1,2,,,,- C46 H48 N2 O Zr -,- C46 H48 N2 O Zr -,- C92 H96 N4 O2 Zr2 -,2,1
1516112,10.387,0.002,15.918,0.004,21.74,0.005,76.406,0.005,79.036,0.005,87.948,0.005,3429.9,1.3,100,2,100,2,6,P -1,-P 1,2,,,,- C36.83 H46.32 Cl2.34 N2 O Ti -,- C36.828 H46.32 Cl2.336 N2 O Ti -,- C147.312 H185.28 Cl9.344 N8 O4 Ti4 -,4,2
1518944,25.577,0.005,6.6615,0.0013,14.001,0.003,90,,94.62,0.004,90,,2377.8,0.8,100,2,100,2,5,C 1 2/c 1,-C 2yc,15,,,,- C22 H34 Cl2 O4 Zr -,- C22 H34 Cl2 O4 Zr -,- C88 H136 Cl8 O16 Zr4 -,4,0.5
1518945,6.5,0.0002,14.86,0.0005,13.979,0.0005,90,,101.328,0.004,90,,1323.93,0.08,293,2,293,2,5,P 1 21/n 1,-P 2yn,14,,,,- C14 H15 Cl O2 Ti -,- C14 H15 Cl O2 Ti -,- C56 H60 Cl4 O8 Ti4 -,4,1
1542398,16.436,0.004,18.645,0.005,19.723,0.005,90,,90,,90,,6044,3,140,1,140,1,5,P 21 21 21,P 2ac 2ab,19,,,,- C32 H47 Br O U -,- C32 H47 Br O U -,- C256 H376 Br8 O8 U8 -,8,2
1542399,14.9546,0.0012,17.323,0.002,8.194,0.0007,90,,90,,90,,2122.7,0.3,100,1,100,1,4,F m m 2,F 2 -2,42,,,,- C20 H30 Br2 U -,- C20 H30 Br2 U -,- C80 H120 Br8 U4 -,4,0.25
1542400,11.0688,0.0009,29.295,0.003,8.7573,0.0007,90,,102.609,0.001,90,,2771.2,0.4,100,1,100,1,6,C 1 c 1,C -2yc,9,,,,- C24 H38 Br2 K O U -,- C24 H38 Br2 K O U -,- C96 H152 Br8 K4 O4 U4 -,4,1
1542401,8.2013,0.0007,18.6785,0.0017,8.4618,0.0008,90,,118.833,0.001,90,,1135.55,0.18,100,1,100,1,4,P 1 21/m 1,-P 2yb,11,,,,- C22 H34 Br2 U -,- C22 H34 Br2 U -,- C44 H68 Br4 U2 -,2,0.5
1565073,9.27977,0.00015,15.8832,0.0002,17.3902,0.0003,88.345,0.0012,82.9269,0.0013,86.1875,0.0012,2537.49,0.07,100.01,0.1,100.01,0.1,4,P -1,-P 1,2,,,,- C28 H34 N4 Y -,- C28 H34 N4 Y -,- C112 H136 N16 Y4 -,4,2
1568507,10.7675,0.0003,17.3155,0.0004,17.5438,0.0005,90,,90,,90,,3270.95,0.15,150,,150,,4,P 21 21 21,P 2ac 2ab,19,,,,- C36 H53 O2 U -,- C36 H53 O2 U -,- C144 H212 O8 U4 -,4,1
1568508,9.4109,0.0016,10.8091,0.0017,14.131,0.002,94.671,0.005,103.949,0.005,92.409,0.006,1387.6,0.4,100,2,100,,5,P -1,-P 1,2,,,,- C59.95 H82 I0.03 O3.95 U2 -,- C59.894 H82 I0.0528 O3.894 U2 -,- C59.894 H82 I0.0528 O3.894 U2 -,1,0.5
1568509,17.9293,0.0018,10.2778,0.001,19.647,0.002,90,,101.133,0.0017,90,,3552.3,0.6,220,,220,,4,P 1 21/n 1,-P 2yn,14,,,,- C86 H96 O6 U2 -,- C86 H96 O6 U2 -,- C172 H192 O12 U4 -,2,0.5
1568510,13.266,0.004,16.193,0.005,15.544,0.005,90,,97.637,0.004,90,,3309.5,1.8,150,2,150,,4,P 1 21/c 1,-P 2ybc,14,,,,- C38 H52 O2 U -,- C38 H52 O2 U -,- C152 H208 O8 U4 -,4,1
1568511,10.5339,0.0009,26.165,0.002,21.8935,0.0018,90,,90.283,0.002,90,,6034.2,0.9,150,,150,,4,P 1 21/c 1,-P 2ybc,14,,,,- C66 H94 O5 U2 -,- C66 H94 O5 U2 -,- C264 H376 O20 U8 -,4,1
1568512,56.6846,0.0017,56.6846,0.0017,10.2786,0.0003,90,,90,,120,,28601.9,1.5,150,,150,,5,R -3 :H,-R 3,148,,,,- C70.5 H94 O6 S U2 -,- C60 H82 O6 S U2 -,- C1080 H1476 O108 S18 U36 -,18,1
1568513,43.0997,0.0015,14.4756,0.0006,20.4007,0.0007,90,,100.911,0.003,90,,12497.8,0.8,150,,150,,4,C 1 2/c 1,-C 2yc,15,,,,- C69.5 H90 O7 U2 -,- C62 H82 O7 U2 -,- C496 H656 O56 U16 -,8,1
1572175,10.31,0.0002,14.2475,0.0002,21.2431,0.0004,90,,101.444,0.002,90,,3058.4,0.1,100.01,0.1,100.01,0.1,6,P 1 21/c 1,-P 2ybc,14,,,,- C25 H32 Cl2 Dy I4 N -,- C25 H32 Cl2 Dy I4 N -,- C100 H128 Cl8 Dy4 I16 N4 -,4,1
1572176,10.4052,0.0003,14.404,0.0004,21.488,0.0007,90,,102.191,0.003,90,,3147.92,0.17,270,0.1,270,0.1,6,P 1 21/c 1,-P 2ybc,14,,,,- C25 H32 Cl2 Dy I4 N -,- C25 H32 Cl2 Dy I4 N -,- C100 H128 Cl8 Dy4 I16 N4 -,4,1
1572177,10.4206,0.0003,14.4229,0.0004,21.5777,0.0007,90,,102.327,0.003,90,,3168.26,0.17,300,0.1,300,0.1,6,P 1 21/c 1,-P 2ybc,14,,,,- C25 H32 Cl2 Dy I4 N -,- C25 H32 Cl2 Dy I4 N -,- C100 H128 Cl8 Dy4 I16 N4 -,4,1
1572178,10.3485,0.0002,14.3166,0.0003,21.297,0.0005,90,,101.719,0.002,90,,3089.49,0.12,170,0.1,170,0.1,6,P 1 21/c 1,-P 2ybc,14,,,,- C25 H32 Cl2 Dy I4 N -,- C25 H32 Cl2 Dy I4 N -,- C100 H128 Cl8 Dy4 I16 N4 -,4,1
1572179,10.4118,0.0003,14.4128,0.0004,21.5424,0.0007,90,,102.244,0.003,90,,3159.19,0.17,290,0.1,290,0.1,6,P 1 21/c 1,-P 2ybc,14,,,,- C25 H32 Cl2 Dy I4 N -,- C25 H32 Cl2 Dy I4 N -,- C100 H128 Cl8 Dy4 I16 N4 -,4,1
1572180,10.3635,0.0002,14.3461,0.0003,21.3369,0.0005,90,,101.833,0.002,90,,3104.87,0.12,200,0.1,200,0.1,6,P 1 21/c 1,-P 2ybc,14,,,,- C25 H32 Cl2 Dy I4 N -,- C25 H32 Cl2 Dy I4 N -,- C100 H128 Cl8 Dy4 I16 N4 -,4,1
1572181,10.3931,0.0003,14.392,0.0004,21.4414,0.0006,90,,102.072,0.003,90,,3136.23,0.16,250,0.1,250,0.1,6,P 1 21/c 1,-P 2ybc,14,,,,- C25 H32 Cl2 Dy I4 N -,- C25 H32 Cl2 Dy I4 N -,- C100 H128 Cl8 Dy4 I16 N4 -,4,1
1572182,10.3596,0.0002,14.3374,0.0003,21.325,0.0005,90,,101.8,0.002,90,,3100.46,0.12,190,0.1,190,0.1,6,P 1 21/c 1,-P 2ybc,14,,,,- C25 H32 Cl2 Dy I4 N -,- C25 H32 Cl2 Dy I4 N -,- C100 H128 Cl8 Dy4 I16 N4 -,4,1
1572183,10.3538,0.0002,14.3266,0.0003,21.3096,0.0005,90,,101.766,0.002,90,,3094.54,0.12,180,0.1,180,0.1,6,P 1 21/c 1,-P 2ybc,14,,,,- C25 H32 Cl2 Dy I4 N -,- C25 H32 Cl2 Dy I4 N -,- C100 H128 Cl8 Dy4 I16 N4 -,4,1
1572184,10.4058,0.0003,14.4072,0.0004,21.5108,0.0007,90,,102.195,0.003,90,,3152.09,0.17,280,0.1,280,0.1,6,P 1 21/c 1,-P 2ybc,14,,,,- C25 H32 Cl2 Dy I4 N -,- C25 H32 Cl2 Dy I4 N -,- C100 H128 Cl8 Dy4 I16 N4 -,4,1
1572185,10.3478,0.0002,14.3119,0.0003,21.2778,0.0004,90,,101.654,0.0019,90,,3086.22,0.11,160,0.1,160,0.1,6,P 1 21/c 1,-P 2ybc,14,,,,- C25 H32 Cl2 Dy I4 N -,- C25 H32 Cl2 Dy I4 N -,- C100 H128 Cl8 Dy4 I16 N4 -,4,1
1572186,10.3865,0.0002,14.3825,0.0003,21.4194,0.0005,90,,102,0.002,90,,3129.79,0.12,240,0.1,240,0.1,6,P 1 21/c 1,-P 2ybc,14,,,,- C25 H32 Cl2 Dy I4 N -,- C25 H32 Cl2 Dy I4 N -,- C100 H128 Cl8 Dy4 I16 N4 -,4,1
1572187,10.338,0.00019,14.2897,0.0003,21.26,0.0004,90,,101.587,0.0018,90,,3076.67,0.11,140.15,0.1,140.15,0.1,6,P 1 21/c 1,-P 2ybc,14,,,,- C25 H32 Cl2 Dy I4 N -,- C25 H32 Cl2 Dy I4 N -,- C100 H128 Cl8 Dy4 I16 N4 -,4,1
1572188,10.31657,0.00018,14.2556,0.0002,21.2459,0.0004,90,,101.476,0.0017,90,,3062.15,0.09,110.01,0.1,110.01,0.1,6,P 1 21/c 1,-P 2ybc,14,,,,- C25 H32 Cl2 Dy I4 N -,- C25 H32 Cl2 Dy I4 N -,- C100 H128 Cl8 Dy4 I16 N4 -,4,1
1572189,10.3238,0.00019,14.2662,0.0002,21.2517,0.0004,90,,101.523,0.0018,90,,3066.89,0.09,120.01,0.1,120.01,0.1,6,P 1 21/c 1,-P 2ybc,14,,,,- C25 H32 Cl2 Dy I4 N -,- C25 H32 Cl2 Dy I4 N -,- C100 H128 Cl8 Dy4 I16 N4 -,4,1
1572190,10.399,0.0003,14.3997,0.0004,21.4703,0.0006,90,,102.143,0.003,90,,3143.08,0.16,260,0.1,260,0.1,6,P 1 21/c 1,-P 2ybc,14,,,,- C25 H32 Cl2 Dy I4 N -,- C25 H32 Cl2 Dy I4 N -,- C100 H128 Cl8 Dy4 I16 N4 -,4,1
1572191,9.3436,0.0001,15.2429,0.0002,16.3815,0.0001,90,,98.51,0.001,90,,2307.42,0.04,100,0.2,100.15,,4,P 1 21/c 1,-P 2ybc,14,,,,- C26 H38 Dy N -,- C26 H38 Dy N -,- C104 H152 Dy4 N4 -,4,1
1572192,10.33049,0.00019,14.2778,0.0002,21.2557,0.0004,90,,101.553,0.0018,90,,3071.63,0.09,130.15,0.1,130.15,0.1,6,P 1 21/c 1,-P 2ybc,14,,,,- C25 H32 Cl2 Dy I4 N -,- C25 H32 Cl2 Dy I4 N -,- C100 H128 Cl8 Dy4 I16 N4 -,4,1
1572193,10.3697,0.0002,14.3573,0.0003,21.3576,0.0005,90,,101.856,0.002,90,,3111.91,0.12,210,0.1,210,0.1,6,P 1 21/c 1,-P 2ybc,14,,,,- C25 H32 Cl2 Dy I4 N -,- C25 H32 Cl2 Dy I4 N -,- C100 H128 Cl8 Dy4 I16 N4 -,4,1
1572194,10.3061,0.0001,14.2414,0.0002,21.2495,0.0004,90,,101.465,0.002,90,,3056.63,0.08,100,0.2,100.15,,6,P 1 21/c 1,-P 2ybc,14,,,,- C25 H32 Cl2 I4 N Y -,- C25 H32 Cl2 I4 N Y -,- C100 H128 Cl8 I16 N4 Y4 -,4,1
1572195,10.3816,0.0002,14.3751,0.0003,21.3967,0.0005,90,,101.96,0.002,90,,3123.85,0.12,230,0.1,230,0.1,6,P 1 21/c 1,-P 2ybc,14,,,,- C25 H32 Cl2 Dy I4 N -,- C25 H32 Cl2 Dy I4 N -,- C100 H128 Cl8 Dy4 I16 N4 -,4,1
1572196,10.3396,0.0002,14.3064,0.0003,21.2014,0.0004,90,,101.314,0.002,90,,3075.22,0.11,99.8,0.6,99.8,0.6,6,P 1 21/c 1,-P 2ybc,14,,,,- C25 H32 Cl2 Gd I4 N -,- C25 H32 Cl2 Gd I4 N -,- C100 H128 Cl8 Gd4 I16 N4 -,4,1
1572197,10.3772,0.0002,14.3687,0.0003,21.3762,0.0005,90,,101.907,0.002,90,,3118.76,0.12,220,0.1,220,0.1,6,P 1 21/c 1,-P 2ybc,14,,,,- C25 H32 Cl2 Dy I4 N -,- C25 H32 Cl2 Dy I4 N -,- C100 H128 Cl8 Dy4 I16 N4 -,4,1
1572198,10.344,0.0002,14.3003,0.0003,21.2652,0.0004,90,,101.627,0.0019,90,,3081.05,0.11,150,0.1,150,0.1,6,P 1 21/c 1,-P 2ybc,14,,,,- C25 H32 Cl2 Dy I4 N -,- C25 H32 Cl2 Dy I4 N -,- C100 H128 Cl8 Dy4 I16 N4 -,4,1
1572199,9.3429,0.00006,15.24462,0.00011,16.36886,0.00011,90,,98.4832,0.0006,90,,2305.89,0.03,100,0.1,100.15,,4,P 1 21/c 1,-P 2ybc,14,,,,- C26 H38 N Y -,- C26 H38 N Y -,- C104 H152 N4 Y4 -,4,1
2243976,23.647,0.002,21.123,0.002,16.8132,0.0018,90,,109.727,0.003,90,,7905.2,1.3,100,,100,,6,C 1 2/c 1,-C 2yc,15,,"Bis[3,5-bis(trifluoromethyl)phenyl-2κ<i>C</i>^1^](hydrido-2κ<i>H</i>)(iodido-1κ<i>I</i>)bis[1,1(η^5^)-pentamethylcyclopentadienyl]germaniumuranium(<i>Ge</i>�?i>U</i>)",,- C36 H37 F12 Ge I U -,- C36 H37 F12 Ge I U -,- C288 H296 F96 Ge8 I8 U8 -,8,1
2243977,34.16,0.003,13.5237,0.0011,16.2986,0.0013,90,,95.028,0.002,90,,7500.5,1.1,100,2,100,2,5,C 1 2/c 1,-C 2yc,15,,"Bis[3,5-bis(trifluoromethyl)phenyl-2κ<i>C</i>^1^](fluorido-1κ<i>I</i>)(hydrido-2κ<i>H</i>)bis[1,1(η^5^)-pentamethylcyclopentadienyl]germaniumuranium(<i>Ge</i>�?i>U</i>)",,- C37 H39 F13 Ge U -,- C37 H39 F13 Ge U -,- C296 H312 F104 Ge8 U8 -,8,1
4062956,15.347,0.001,12.078,0.001,11.071,0.001,90,,104.87,0.01,90,,1983.4,0.3,293,2,293,2,5,C 1 c 1,C -2yc,9,,,,- C19 H28 Cl2 Si Zr -,- C19 H28 Cl2 Si Zr -,- C76 H112 Cl8 Si4 Zr4 -,4,1
4063373,11.0734,0.0002,26.3223,0.0004,11.6259,0.0002,90,,101.831,0.001,90,,3316.7,0.1,173,2,173,2,4,P 1 21/c 1,-P 2ybc,14,,,,- C38 H44 Cl2 Zr -,- C38 H44 Cl2 Zr -,- C152 H176 Cl8 Zr4 -,4,1
4063374,10.1294,0.0004,18.5232,0.0009,20.7106,0.0009,90,,95.147,0.002,90,,3870.2,0.3,100,2,100,2,4,P 1 21/n 1,-P 2yn,14,,,,- C46 H52 Cl2 Zr -,- C46 H52 Cl2 Zr -,- C184 H208 Cl8 Zr4 -,4,1
4063375,11.0044,0.0008,26.201,0.002,11.5564,0.0009,90,,101.67,0.002,90,,3263.1,0.4,100,2,100,2,4,P 1 21/c 1,-P 2ybc,14,,,,- C38 H44 Cl2 Hf -,- C38 H44 Cl2 Hf -,- C152 H176 Cl8 Hf4 -,4,1
4063376,11.542,0.001,13.219,0.001,22.043,0.003,98.66,0.01,97.85,0.01,91.23,0.01,3290.6,0.6,110,1,110,2,4,P -1,-P 1,2,,,,- C38 H44 Cl2 Hf -,- C38 H44 Cl2 Hf -,- C152 H176 Cl8 Hf4 -,4,2
4063377,10.4377,0.0002,21.6825,0.0006,13.6979,0.0003,90,,106.509,0.001,90,,2972.25,0.12,173,2,173,2,4,P 1 21/c 1,-P 2ybc,14,,,,- C32 H40 Cl2 Zr -,- C32 H40 Cl2 Zr -,- C128 H160 Cl8 Zr4 -,4,1
4063619,9.4685,0.0019,11.077,0.002,16.269,0.003,90,,93.67,0.03,90,,1702.8,0.6,153,2,153,2,5,P 1 21/n 1,-P 2yn,14,,,,- C34 H44 Cl2 Cr2 O2 -,- C34 H44 Cl2 Cr2 O2 -,- C68 H88 Cl4 Cr4 O4 -,2,0.5
4063620,9.7218,0.0005,16.8214,0.0009,12.5976,0.0007,90,,91.86,0.001,90,,2059.05,0.19,273,2,273,2,5,P 1 21/c 1,-P 2ybc,14,,,,- C44 H64 Cl2 Cr2 O2 -,- C44 H64 Cl2 Cr2 O2 -,- C88 H128 Cl4 Cr4 O4 -,2,0.5
4063690,8.369,0.001,30.25,0.001,12.931,0.001,90,,90.7,0.001,90,,3273.4,0.5,150,0.1,150,0.1,5,P 1 21 1,P 2yb,4,,,,- C36.5 H41 Cl P2 Ru -,- C36.5 H41 Cl P2 Ru -,- C146 H164 Cl4 P8 Ru4 -,4,2
4064819,11.14968,0.00007,13.38184,0.0001,23.65302,0.00015,90,,90,,90,,3529.11,0.04,140,1,140,1,8,P 21 21 21,P 2ac 2ab,19,,,,- C41 H39 Cl Co N O2 Pt S -,- C41 H39 Cl Co N O2 Pt S -,- C164 H156 Cl4 Co4 N4 O8 Pt4 S4 -,4,1
4065689,10.4092,0.0011,10.3444,0.0011,34.255,0.004,90,,91.4437,0.0013,90,,3687.3,0.7,153,2,153,2,4,P 1 21/n 1,-P 2yn,14,,,,- C42 H55 N3 U -,- C42 H55 N3 U -,- C168 H220 N12 U4 -,4,1
4065690,10.9515,0.0006,14.5882,0.0008,20.7117,0.0011,90,,90.4525,0.0006,90,,3308.9,0.3,103,2,103,2,5,P 1 21/c 1,-P 2ybc,14,,,,- C37 H55 N3 O U -,- C37 H55 N3 O U -,- C148 H220 N12 O4 U4 -,4,1
4065691,8.9362,0.0012,18.274,0.002,16.592,0.002,90,,93.455,0.002,90,,2704.6,0.6,100,2,100,2,5,P 1 21/n 1,-P 2yn,14,UCI47,,,- C27 H42 I N3 U -,- C27 H42 I N3 U -,- C108 H168 I4 N12 U4 -,4,1
4065692,8.6188,0.0008,9.2322,0.0009,17.4294,0.0016,82.0205,0.001,84.9103,0.001,67.1607,0.001,1264.8,0.2,103,2,103,2,4,P -1,-P 1,2,,,,- C27 H41 N3 U -,- C27 H41 N3 U -,- C54 H82 N6 U2 -,2,1
4066131,9.6651,0.0002,16.4871,0.0004,31.7377,0.0009,90,,90,,90,,5057.4,0.2,200,2,200,2,4,P b c a,-P 2ac 2ab,61,,,,- C32 H34 N2 Zr -,- C32 H34 N2 Zr -,- C256 H272 N16 Zr8 -,8,1
4066132,14.737,0.003,11.119,0.002,16.958,0.003,90,,102.43,0.03,90,,2713.6,0.9,200,2,200,2,4,C 1 2/c 1,-C 2yc,15,,,,- C32 H40 N2 Ti -,- C32 H40 N2 Ti -,- C128 H160 N8 Ti4 -,4,0.5
4066133,21.8043,0.0012,23.0575,0.0011,9.4585,0.0006,90,,114.17,0.004,90,,4338.4,0.4,200,2,200,2,4,C 1 2/c 1,-C 2yc,15,,,,- C51 H60 N4 Ti2 -,- C50 H52 N4 Ti2 -,- C200 H208 N16 Ti8 -,4,0.5
4066134,23.7318,0.0004,23.7318,0.0004,23.7318,0.0004,90,,90,,90,,13365.7,0.4,200,2,200,2,4,I -4 3 d,I -4bd 2c 3,220,,,,- C38 H45 N3 Ti2 -,- C37.8 H44.7 N3 Ti2 -,- C604.8 H715.2 N48 Ti32 -,16,0.333333
4066455,14.2011,0.0005,6.6487,0.0002,16.7868,0.0006,90,,97.411,0.002,90,,1571.75,0.09,223,2,223,2,4,C 1 2/c 1,-C 2yc,15,,,,- C16 H18 Cl2 Zr -,- C16 H18 Cl2 Zr -,- C64 H72 Cl8 Zr4 -,4,0.5
4066456,21.5459,0.0004,6.6692,0.0001,14.8521,0.0003,90,,126.245,0.001,90,,1721.19,0.06,223,2,223,2,4,C 1 2/c 1,-C 2yc,15,,,,- C18 H22 Cl2 Zr -,- C18 H22 Cl2 Zr -,- C72 H88 Cl8 Zr4 -,4,0.5
4066457,27.612,0.0007,6.6102,0.0002,12.0125,0.0003,90,,103.162,0.002,90,,2134.93,0.1,223,2,223,2,4,C 1 c 1,C -2yc,9,,,,- C22 H26 Cl2 Hf -,- C22 H26 Cl2 Hf -,- C88 H104 Cl8 Hf4 -,4,1
4066458,8.2449,0.0002,15.6556,0.0004,11.8931,0.0003,90,,90.727,0.001,90,,1535.02,0.07,223,2,223,2,4,P 1 21/n 1,-P 2yn,14,,,,- C16 H18 Cl2 Zr -,- C16 H18 Cl2 Zr -,- C64 H72 Cl8 Zr4 -,4,1
4066459,12.4775,0.0004,14.3156,0.0005,16.5925,0.0006,76.369,0.002,86.137,0.002,66.616,0.001,2642.61,0.16,223,2,223,2,4,P -1,-P 1,2,,,,- C18 H22 Cl2 Zr -,- C18 H22 Cl2 Zr -,- C108 H132 Cl12 Zr6 -,6,3
4066460,12.6867,0.0002,12.2749,0.0002,13.3417,0.0002,90,,117.529,0.001,90,,1842.44,0.05,223,2,223,2,4,P 1 21/c 1,-P 2ybc,14,,,,- C20 H22 Cl2 Zr -,- C20 H22 Cl2 Zr -,- C80 H88 Cl8 Zr4 -,4,1
4066461,12.6151,0.0002,12.3113,0.0002,13.3022,0.0002,90,,117.275,0.001,90,,1836.24,0.05,223,2,223,2,4,P 1 21/c 1,-P 2ybc,14,,,,- C20 H22 Cl2 Hf -,- C20 H22 Cl2 Hf -,- C80 H88 Cl8 Hf4 -,4,1
4066994,9.7385,0.001,15.5793,0.0016,16.2137,0.0016,90,,104.249,0.002,90,,2384.2,0.4,153,2,153,2,5,P 1 21/c 1,-P 2ybc,14,,,,- C23 H37 Cl Si U -,- C23 H37 Cl Si U -,- C92 H148 Cl4 Si4 U4 -,4,1
4066995,10.0722,0.0004,17.4433,0.0007,20.8522,0.0009,90,,102.281,0.0005,90,,3579.7,0.3,93,2,93,2,5,P 1 21/c 1,-P 2ybc,14,,,,- C39 H51 N3 S2 U -,- C39 H51 N3 S2 U -,- C156 H204 N12 S8 U4 -,4,1
4066996,17.855,0.002,10.7301,0.0014,17.385,0.002,90,,112.668,0.0016,90,,3073.4,0.6,93,2,93,2,4,P 1 21/c 1,-P 2ybc,14,,,,- C33 H48 N4 U -,- C33 H48 N4 U -,- C132 H192 N16 U4 -,4,1
4067229,15.5705,0.0007,13.2395,0.0006,26.4343,0.0012,90,,105.925,0.0005,90,,5240.2,0.4,93,2,93,2,5,C 1 2/c 1,-C 2yc,15,,,,- C56 H78 N4 O2 Y2 -,- C56 H78 N4 O2 Y2 -,- C224 H312 N16 O8 Y8 -,4,0.5
4067230,14.8358,0.0006,14.0396,0.0005,27.3264,0.001,90,,93.511,0.001,90,,5681.1,0.4,173,2,173,2,5,P 1 21/n 1,-P 2yn,14,,,,- C60 H86 N4 O2 Sm2 -,- C60 H86 N4 O2 Sm2 -,- C240 H344 N16 O8 Sm8 -,4,1
4067413,14.576,0.0004,6.6746,0.0002,14.2549,0.0004,90,,102.03,0.001,90,,1356.39,0.07,223,2,223,2,4,C 1 2/c 1,-C 2yc,15,,,,- C14 H14 Cl2 Zr -,- C14 H14 Cl2 Zr -,- C56 H56 Cl8 Zr4 -,4,0.5
4067414,9.0085,0.0001,12.1008,0.0002,12.0467,0.0002,90,,91.086,0.001,90,,1312.98,0.03,223,2,223,2,4,P 1 21/n 1,-P 2yn,14,,,,- C14 H14 Cl2 Zr -,- C14 H14 Cl2 Zr -,- C56 H56 Cl8 Zr4 -,4,1
4067415,8.4432,0.0003,14.5666,0.0007,14.9388,0.0008,90,,90,,90,,1837.3,0.15,223,2,223,2,4,P 21 21 21,P 2ac 2ab,19,,,,- C22 H18 Cl2 Zr -,- C22 H18 Cl2 Zr -,- C88 H72 Cl8 Zr4 -,4,1
4067416,5.8395,0.0003,24.4958,0.0011,14.0249,0.0007,90,,91.506,0.002,90,,2005.47,0.17,223,2,223,2,2,P 1 21/c 1,-P 2ybc,14,,,,- C13 H12 -,- C13 H12 -,- C104 H96 -,8,2
4067448,11.8168,0.0002,16.2924,0.0002,14.0456,0.0002,90,,102.25,0.001,90,,2642.55,0.07,223,2,223,2,4,P 1 21/c 1,-P 2ybc,14,,,,- C16 H19 Fe N -,- C16 H19 Fe N -,- C128 H152 Fe8 N8 -,8,2
4067449,9.6606,0.0002,9.9344,0.0002,17.6856,0.0005,99.129,0.001,101.936,0.001,109.757,0.001,1513.96,0.06,223,2,223,2,6,P -1,-P 1,2,,,,- C34 H19 B F15 Fe N -,- C34 H19 B F15 Fe N -,- C68 H38 B2 F30 Fe2 N2 -,2,1
4068016,18.609,0.004,12.831,0.003,17.548,0.004,90,,102.841,0.003,90,,4085.2,1.6,150,2,150,2,4,P 1 21/c 1,-P 2ybc,14,,,,- C44 H66 N2 Th -,- C44 H66 N2 Th -,- C176 H264 N8 Th4 -,4,1
4068017,10.1705,0.0018,17.003,0.002,19.449,0.003,90,,90,,90,,3363.3,0.9,113,2,113,2,4,P 21 21 21,P 2ac 2ab,19,,,,- C34 H58 F2 Th -,- C34 H58 F2 Th -,- C136 H232 F8 Th4 -,4,1
4068018,10.6319,0.0011,20.767,0.002,32.426,0.003,90,,98.698,0.001,90,,7077.1,1.2,113,2,113,2,4,P 1 21/c 1,-P 2ybc,14,,,,- C34 H58 Br2 Th -,- C34 H58 Br2 Th -,- C272 H464 Br16 Th8 -,8,2
